,name,school,subschool,spell_level,casting_time,range,area,effect,targets,duration,saving_throw,spell_resistance,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,adept,deity,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,bloodline,patron
2527,Hunger For Flesh,necromancy,,"antipaladin 3, cleric/oracle 4, psychic 4, shaman 4, sorcerer/wizard 4, spiritualist 4, witch 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one humanoid, magical beast, or monstrous humanoid",1 round/level,Will negates,yes,4.0,4.0,4.0,,,,,,,4.0,,4.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2528,"Hunger For Flesh, Mass",necromancy,,"cleric/oracle 7, psychic 7, shaman 7, sorcerer/wizard 7, spiritualist 6, witch 7",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one humanoid, magical beast, or monstrous humanoid/ level, no two of which can be more than 30 feet apart",1 round/level,Will negates,yes,7.0,7.0,7.0,,,,,,,7.0,,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2529,Impossible Angles,illusion,figment,"medium 3, mesmerist 4, occultist 4, psychic 5, sorcerer/wizard 5",1 standard action,medium (100 ft. + 10 ft./level),contiguous area up to one 5-foot cube/caster level (S),,,1 minute/level,Will negates,yes,5.0,5.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2530,Life Blast,necromancy,,"druid 4, ranger 3, shaman 4",1 standard action,150 ft.,150-ft. line,,,instantaneous,Will half,yes,,,,4.0,3.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2531,Locate Gate,divination,,"bard 5, cleric/oracle 5, occultist 5, psychic 5, sorcerer/wizard 5, summoner/unchained summoner 5",1 standard action,long (400 ft. + 40 ft./level),circle centered on you with a radius of 400 ft. + 40 ft./level,,,1 minute/level,none,no,5.0,5.0,5.0,,,5.0,,,5.0,,,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2532,Mad Sultan's Melody,enchantment,compulsion,"bard 3, mesmerist 4, occultist 4, psychic 4, sorcerer/wizard 4, witch 4",1 standard action,close (25 ft. + 5 ft./2 levels),,,"one creature/2 levels, no two of which may be more than 30 ft. apart (see text)",1 round/level (D),Will negates,yes,4.0,4.0,,,,3.0,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
2533,Massacre,necromancy,,"cleric/oracle 9, psychic 9, shaman 9, sorcerer/wizard 9, witch 9",1 standard action,,60-ft. line,,,instantaneous,Fortitude negates,yes,9.0,9.0,9.0,,,,,,,9.0,,9.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2534,Maze Of Madness And Suffering,conjuration,teleportation,"psychic 9, sorcerer/wizard 9, witch 9",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,see text,"Will partial, see below",yes,9.0,9.0,,,,,,,,9.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2535,Night Terrors,illusion,phantasm,"bard 6, mesmerist 6, psychic 6, sorcerer/wizard 6, witch 6",1 standard action,touch,,,intelligent creature touched,1 day/level (D),Will negates,yes,6.0,6.0,,,,6.0,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2536,Pessimism,enchantment,compulsion,"bard 4, medium 4, mesmerist 4, psychic 5, sorcerer/wizard 5, witch 5",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,1 hour/level,Will negates,yes,5.0,5.0,,,,4.0,,,,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2537,Phantasmal Asphyxiation,illusion,phantasm,"medium 3, mesmerist 4, psychic 4, sorcerer/wizard 4, spiritualist 4, witch 4",1 standard action,medium (100 ft. + 10 ft./level),,,one living creature,1 round/level (D),"Will disbelief, then Fortitude partial (see text)",yes,4.0,4.0,,,,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2538,Phantasmal Putrefaction,illusion,phantasm,"medium 4, mesmerist 5, sorcerer/wizard 6, witch 6",1 standard action,medium (100 ft. + 10 ft./level),,,"one creature/level, no two of which can be more than 30 ft. apart",1 round/level (D),"Will disbelief, then Fortitude partial (see text)",yes,6.0,6.0,,,,,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2539,Phobia,enchantment,compulsion,"bard 5, mesmerist 5, psychic 6, sorcerer/wizard 6, witch 6",1 standard action,close (25 ft. + 5 ft./2 levels),,,one intelligent creature,instantaneous,Will negates,yes,6.0,6.0,,,,5.0,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2540,Plundered Power,necromancy,,"cleric/oracle 7, druid 7, occultist 6, shaman 7, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7",10 minutes,close (25 ft. + 5 ft./2 levels),,,one creature,1 day/level,Will negates,no,7.0,7.0,7.0,7.0,,,,,6.0,7.0,,7.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2541,Profane Nimbus,evocation,,"antipaladin 4, cleric/oracle 5, inquisitor 5",1 standard action,personal,,,you,1 round/level (D),,,,,5.0,,,,,,,,5.0,5.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2542,Pyrotechnic Eruption,evocation,,"bloodrager 3, magus 4, occultist 4, sorcerer/wizard 4",1 standard action,medium (100 ft. + 10 ft./level),,,one creature,see text,Reflex half (see text),yes,4.0,4.0,,,,,,,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2543,Quick Change,transmutation,polymorph,"alchemist 2, bard 2, bloodrager 2, druid 2, inquisitor 2, magus 2, medium 2, mesmerist 2, occultist 2, ranger 2, shaman 2, sorcerer/wizard 2, spiritualist 2, summoner/unchained summoner 2, witch 2",1 standard action,personal,,,you,1 hour/level,,,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2544,Rigor Mortis,transmutation,,"cleric/oracle 4, magus 4, occultist 4, psychic 4, shaman 4, sorcerer/wizard 4, spiritualist 3, witch 4",1 standard action,medium (100 ft. + 10 ft./level),,,one living creature,instantaneous; see text,Fortitude partial (see text),yes,4.0,4.0,4.0,,,,,,,4.0,,4.0,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
2545,Sacramental Seal,necromancy,,cleric/oracle 8,1 round,touch,,,creature touched,instantaneous,Will negates,yes,,,8.0,,,,,,,,,8.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2546,Sacred Nimbus,evocation,,"cleric/oracle 5, inquisitor 5, paladin 4",1 standard action,personal,,,you,1 round/level (D),,,,,5.0,,,,4.0,,,,5.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2547,Screaming Flames,evocation,,"antipaladin 3, cleric/oracle 3",1 standard action,close (25 ft. + 5 ft./2 levels),,a sheet of flame up to 15 ft. long and 10 ft. high that moves 15 ft. in a straight line.,,instantaneous,Reflex half and Will negates (see text),yes,,,3.0,,,,,,,,,3.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2548,Sense Fear,divination,,"antipaladin 1, bloodrager 1, cleric/oracle 2, druid 2, inquisitor 2, medium 1, mesmerist 2, occultist 2, psychic 2, ranger 2, shaman 2, spiritualist 2, witch 2",1 standard action,personal,,,you,10 minutes/level (D),,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2549,Sense Madness,divination,,"cleric/oracle 2, inquisitor 2, medium 2, occultist 2, paladin 2, psychic 2",1 standard action,close (25 ft. + 5 ft./2 levels),,,creatures in range (see text),"concentration, up to 1 round/level (D)",none,no,,,2.0,,,,2.0,,,,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2550,Sleepwalking Suggestion,enchantment,compulsion,"bard 4, medium 3, mesmerist 4, psychic 5, sorcerer/wizard 5, witch 5",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,24 hours,Will negates or none (see text),yes,5.0,5.0,,,,4.0,,,,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2551,Slough,transmutation,,"cleric/oracle 5, occultist 4, psychic 5, sorcerer/wizard 5, spiritualist 4, witch 5",1 standard action,medium (100 ft. + 10 ft./levels),,,one living creature,instantaneous,Fortitude negates,yes,5.0,5.0,5.0,,,,,,,5.0,,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2552,Stave Off Corruption,abjuration,,"cleric/oracle 2, paladin 2",1 standard action,touch,,,one creature,1 day/2 caster levels,Will negates (harmless),yes (harmless),,,2.0,,,,2.0,,,,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2553,Straitjacket,conjuration,creation,"inquisitor 4, occultist 4, sorcerer/wizard 5, summoner/unchained summoner 5",1 standard action,close (25 ft. + 5 ft./2 caster levels),,,one creature,1 round/level (D),none,yes,5.0,5.0,,,,,,,5.0,,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2554,Symbol Of Exsanguination,necromancy,,"bloodrager 2, cleric/oracle 3, occultist 2, sorcerer/wizard 3, witch 3",10 minutes,0 ft.; see text,,one symbol,,10 minutes/level,Fortitude negates,yes,3.0,3.0,3.0,,,,,,,3.0,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2555,Temporary Graft,transmutation,,"alchemist 3, bloodrager 3, magus 4, occultist 3, sorcerer/wizard 4",1 standard action,personal,,,you,1 minute/level (D),,,4.0,4.0,,,,,,3.0,,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2556,Torpid Reanimation,necromancy,,"antipaladin 4, cleric/oracle 4, occultist 4, shaman 4, sorcerer/wizard 5, spiritualist 4",1 standard action,touch,,,one or more corpses touched,1 day/caster level and instantaneous (see text),none,no,5.0,5.0,4.0,,,,,,,,,4.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2557,Verminous Transformation,transmutation,polymorph,"alchemist 6, shaman 7, witch 7",1 standard action,personal,,,you,1 round/level (D),,,,,,,,,,6.0,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2558,Vile Dog Transformation,transmutation,polymorph,"antipaladin 3, cleric/oracle 5, druid 5, shaman 5, sorcerer/wizard 5, witch 5",10 minutes,touch,,,one or more dogs touched,1 hour/level,Will negates (see text),no,5.0,5.0,5.0,5.0,,,,,,5.0,,5.0,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2559,Waves Of Blood,conjuration,creation,"bloodrager 3, magus 3, psychic 3, sorcerer/wizard 3, spiritualist 3, witch 3",1 standard action,30 ft.,cone-shaped burst,,,instantaneous and 1 round; see text,"Reflex negates, Fortitude negates (see text)",no,3.0,3.0,,,,,,,,3.0,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2560,Wither Limb,necromancy,,"cleric/oracle 6, inquisitor 6, shaman 6, sorcerer/wizard 6, spiritualist 5, witch 6",1 standard action,touch,,,living creature touched,instantaneous,Fortitude negates,yes,6.0,6.0,6.0,,,,,,,6.0,6.0,6.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2561,Besmara's Grasping Depths,necromancy,haunted,"cleric/oracle 5, inquisitor 6, shaman 6, spiritualist 5, witch 6",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,see text,Will partial; see text,yes,,,5.0,,,,,,,6.0,6.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2562,Crafter's Nightmare,necromancy,haunted,"bard 2, druid 2, medium 1, mesmerist 2, occultist 2, psychic 2, sorcerer/wizard 2, spiritualist 2, witch 2",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,1 day/level (D),Will negates,yes,2.0,2.0,,2.0,,2.0,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2563,Frigid Souls,necromancy,haunted,"cleric/oracle 4, druid 4, ranger 3, shaman 4, sorcerer/wizard 4, witch 4",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,1 hour/level (D),Will negates,yes,4.0,4.0,4.0,4.0,3.0,,,,,4.0,,4.0,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2564,Grim Stalker,necromancy,haunted,"cleric/oracle 7, magus 6, shaman 7, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7",1 minute,touch,,,one object touched,1 day/level (D),Will negates (object); see text,yes (object),7.0,7.0,7.0,,,,,,6.0,7.0,,7.0,,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2565,Horrifying Visage,necromancy,haunted,"bard 3, cleric/oracle 3, inquisitor 3, magus 3, psychic 3, shaman 3, sorcerer/wizard 3, spiritualist 3, witch 3",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,1 day/level (D),Will negates,yes,3.0,3.0,3.0,,,3.0,,,,3.0,3.0,3.0,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2566,Mischievous Shadow,necromancy,haunted,"bard 4, magus 4, medium 3, shaman 4, sorcerer/wizard 4, spiritualist 4, summoner/unchained summoner 4, witch 4",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,1 day/level (D),Will negates,yes,4.0,4.0,,,,4.0,,,4.0,4.0,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2567,Skin Tag,necromancy,haunted,"alchemist 1, medium 1, occultist 1, shaman 1, sorcerer/wizard 1, witch 1",1 minute,touch (object); 1 mile (remote effects),,,1 beverage or piece of food touched,1 day plus 1 day/level (D),"none (object), Fortitude negates; see text","no (object), yes (creature)",1.0,1.0,,,,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2568,Unsettling Presence,necromancy,haunted,"bard 2, medium 1, mesmerist 2, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,1 hour/level (D),Will negates,yes,2.0,2.0,,,,2.0,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2569,Urgathoa's Beacon,necromancy,haunted,"antipaladin 2, cleric/oracle 2, inquisitor 2",1 standard action,close (25 ft. + 5 ft./2 levels),one 5-ft. cube/level (S),,,1 hour/level (D),Will negates,yes,,,2.0,,,,,,,,2.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2570,Yellow Sign,enchantment,compulsion,"bard 6, cleric/oracle 9, sorcerer/wizard 9, witch 9",10 minutes,0 ft.; see text,,one symbol,,see text,Will negates,yes,9.0,9.0,9.0,,,6.0,,,,9.0,,9.0,,,,Hastur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2571,Janni's Jaunt,conjuration,teleportation,"cleric/oracle 4, medium 3, psychic 4, shaman 6, sorcerer/wizard 6, summoner/unchained summoner 5, witch 6",1 standard action,touch,,,"creature touched, or up to eight willing creatures joining hands",instantaneous,Will negates,yes,6.0,6.0,4.0,,,,,,5.0,6.0,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2572,Medusa's Bane,abjuration,,"sorcerer/wizard 4, witch 4",1 standard action,personal,,,you,1 round/level,,,4.0,4.0,,,,,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2573,Enlightened Step,transmutation,,"cleric/oracle 6, druid 6, shaman 6",1 hour,personal,,,you,24 hours or until discharged,,,,,6.0,6.0,,,,,,,,6.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2574,Firewalker's Meditation,abjuration,,"cleric/oracle 4, druid 4, paladin 3, shaman 4, wizard 4",1 hour,personal,,,you,24 hours or until discharged,,,,4.0,4.0,4.0,,,3.0,,,,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2575,Rite Of Bodily Purity,abjuration,,"cleric/oracle 1, druid 1, paladin 1, ranger 1, shaman 1",1 hour,personal,,,you,24 hours or until discharged,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2576,Rite Of Centered Mind,abjuration,,"cleric/oracle 1, druid 1, shaman 1, wizard 1",1 hour,personal,,,you,24 hours or until discharged,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2577,See Beyond,divination,,"cleric/oracle 3, shaman 3, witch 3, wizard 3",1 hour,personal,,,you,24 hours or until discharged,,,,3.0,3.0,,,,,,,3.0,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2578,Spirit Bonds,divination,,"cleric/oracle 3, shaman 3, witch 3, wizard 3",1 hour,personal,,,you; see text,24 hours or until discharged,,,,3.0,3.0,,,,,,,3.0,,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2579,Visualization Of The Body,transmutation,,"cleric/oracle 2, druid 2, magus 2, ranger 2, shaman 2, wizard 2",1 hour,personal,,,you,24 hours or until discharged,,,,2.0,2.0,2.0,2.0,,,,,,,2.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2580,Visualization Of The Mind,transmutation,,"cleric/oracle 2, shaman 2, wizard 2",1 hour,personal,,,you,24 hours or until discharged,,,,2.0,2.0,,,,,,,,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2581,Bereave,enchantment,compulsion,"bard 3, cleric/oracle 4, mesmerist 3, psychic 4, witch 4",1 standard action,medium (100 ft. + 10 ft./level),,,all creatures in a 15-ft.-radius burst,1 round/level,Will negates,yes,,,4.0,,,3.0,,,,4.0,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2582,Overstimulate,transmutation,,"alchemist 2, bard 2, bloodrager 2, cleric/oracle 2, druid 2, psychic 2, ranger 2, shaman 2, summoner/unchained summoner 2, witch 2",1 standard action,close (25 ft. + 5 ft./2 levels),,,one creature,1 round/level,Fortitude negates (harmless),yes (harmless),,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2583,Scarify,necromancy,,"adept 1, alchemist 1, antipaladin 1, cleric/oracle 1, druid 1, inquisitor 1, shaman 1, spiritualist 1, witch 1",1 standard action,touch,,,creature touched,instantaneous,Fortitude negates (harmless),yes (harmless),,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
